CODGEO;LIBGEO;AAV2020;LIBAAV2020;CATEAAV2020;DEP;REG
89086;Charny Orée de Puisaye;000;Commune hors attraction des villes;30;89;27
89087;Chassignelles;000;Commune hors attraction des villes;30;89;27
89088;Chassy;102;Auxerre;20;89;27
89089;Chastellux-sur-Cure;279;Avallon;20;89;27
89091;Châtel-Censoir;000;Commune hors attraction des villes;30;89;27
89092;Châtel-Gérard;000;Commune hors attraction des villes;30;89;27
89093;Chaumont;001;Paris;20;89;27
89094;Chaumot;118;Sens;20;89;27
89095;Chemilly-sur-Serein;670;Chablis;20;89;27
89096;Chemilly-sur-Yonne;102;Auxerre;20;89;27
89098;Cheney;415;Tonnerre;20;89;27
89099;Cheny;102;Auxerre;20;89;27
89100;Chéroy;001;Paris;20;89;27
89101;Chéu;429;Saint-Florentin;20;89;27
89102;Chevannes;102;Auxerre;20;89;27
89104;Chichée;670;Chablis;20;89;27
89105;Chichery;102;Auxerre;20;89;27
89108;Chitry;102;Auxerre;20;89;27
89111;Les Clérimois;118;Sens;20;89;27
89112;Collan;670;Chablis;20;89;27
89113;Collemiers;118;Sens;20;89;27
89115;Compigny;000;Commune hors attraction des villes;30;89;27
89116;Cornant;118;Sens;20;89;27
89117;Coulangeron;102;Auxerre;20;89;27
89118;Coulanges-la-Vineuse;102;Auxerre;20;89;27
89119;Coulanges-sur-Yonne;383;Clamecy;20;89;27
89120;Coulours;118;Sens;20;89;27
89122;Courgenay;118;Sens;20;89;27
89123;Courgis;102;Auxerre;20;89;27
89124;Courlon-sur-Yonne;001;Paris;20;89;27
89125;Courson-les-Carrières;102;Auxerre;20;89;27
89126;Courtoin;000;Commune hors attraction des villes;30;89;27
89127;Courtois-sur-Yonne;118;Sens;20;89;27
89128;Coutarnoux;279;Avallon;20;89;27
89129;Crain;383;Clamecy;20;89;27
89130;Deux Rivières;102;Auxerre;20;89;27
89131;Cruzy-le-Châtel;000;Commune hors attraction des villes;30;89;27
89132;Cry;442;Montbard;20;89;27
89133;Cudot;000;Commune hors attraction des villes;30;89;27
89134;Cussy-les-Forges;279;Avallon;20;89;27
89136;Cuy;118;Sens;20;89;27
89137;Dannemoine;415;Tonnerre;20;89;27
89139;Diges;102;Auxerre;20;89;27
89141;Dissangis;279;Avallon;20;89;27
89142;Dixmont;118;Sens;20;89;27
89143;Dollot;000;Commune hors attraction des villes;30;89;27
89144;Domats;000;Commune hors attraction des villes;30;89;27
89145;Domecy-sur-Cure;279;Avallon;20;89;27
89146;Domecy-sur-le-Vault;279;Avallon;20;89;27
89147;Dracy;000;Commune hors attraction des villes;30;89;27
89148;Druyes-les-Belles-Fontaines;000;Commune hors attraction des villes;30;89;27
89149;Dyé;000;Commune hors attraction des villes;30;89;27
89150;Égleny;102;Auxerre;20;89;27
89151;Égriselles-le-Bocage;118;Sens;20;89;27
89152;Épineau-les-Voves;102;Auxerre;20;89;27
89153;Épineuil;415;Tonnerre;20;89;27
89154;Escamps;102;Auxerre;20;89;27
89155;Escolives-Sainte-Camille;102;Auxerre;20;89;27
89156;Esnon;102;Auxerre;20;89;27
89158;Étais-la-Sauvin;000;Commune hors attraction des villes;30;89;27
89159;Étaule;279;Avallon;20;89;27
89160;Étigny;118;Sens;20;89;27
89161;Étivey;442;Montbard;20;89;27
89162;Évry;118;Sens;20;89;27
89163;La Ferté-Loupière;000;Commune hors attraction des villes;30;89;27
89164;Festigny;000;Commune hors attraction des villes;30;89;27
89165;Flacy;118;Sens;20;89;27
89167;Fleury-la-Vallée;102;Auxerre;20;89;27
89168;Fleys;670;Chablis;20;89;27
89169;Flogny-la-Chapelle;415;Tonnerre;20;89;27
89170;Foissy-lès-Vézelay;279;Avallon;20;89;27
89171;Foissy-sur-Vanne;118;Sens;20;89;27
89172;Fontaine-la-Gaillarde;118;Sens;20;89;27
89173;Fontaines;102;Auxerre;20;89;27
89175;Fontenay-près-Chablis;670;Chablis;20;89;27
89176;Fontenay-près-Vézelay;279;Avallon;20;89;27
89177;Fontenay-sous-Fouronnes;102;Auxerre;20;89;27
89179;Fontenoy;102;Auxerre;20;89;27
89180;Fouchères;118;Sens;20;89;27
89181;Fournaudin;000;Commune hors attraction des villes;30;89;27
89182;Fouronnes;102;Auxerre;20;89;27
89183;Fresnes;000;Commune hors attraction des villes;30;89;27
89184;Fulvy;000;Commune hors attraction des villes;30;89;27
89186;Germigny;429;Saint-Florentin;20;89;27
89187;Gigny;000;Commune hors attraction des villes;30;89;27
89188;Girolles;279;Avallon;20;89;27
89189;Gisy-les-Nobles;118;Sens;20;89;27
89190;Givry;279;Avallon;20;89;27
89191;Gland;000;Commune hors attraction des villes;30;89;27
89194;Grimault;000;Commune hors attraction des villes;30;89;27
89195;Gron;118;Sens;20;89;27
89196;Valravillon;102;Auxerre;20;89;27
89197;Guillon-Terre-Plaine;279;Avallon;20;89;27
89198;Gurgy;102;Auxerre;20;89;27
89199;Gy-l'Évêque;102;Auxerre;20;89;27
89200;Hauterive;102;Auxerre;20;89;27
89201;Héry;102;Auxerre;20;89;27
89202;Irancy;102;Auxerre;20;89;27
89203;Island;279;Avallon;20;89;27
89204;L'Isle-sur-Serein;279;Avallon;20;89;27
89205;Jaulges;429;Saint-Florentin;20;89;27
89206;Joigny;326;Joigny;11;89;27
89207;Jouancy;000;Commune hors attraction des villes;30;89;27
89208;Joux-la-Ville;279;Avallon;20;89;27
89209;Jouy;000;Commune hors attraction des villes;30;89;27
89210;Jully;000;Commune hors attraction des villes;30;89;27
89211;Junay;415;Tonnerre;20;89;27
89212;Jussy;102;Auxerre;20;89;27
89214;Lailly;118;Sens;20;89;27
89215;Lain;102;Auxerre;20;89;27
89216;Lainsecq;000;Commune hors attraction des villes;30;89;27
89217;Lalande;102;Auxerre;20;89;27
89218;Laroche-Saint-Cydroine;473;Migennes;20;89;27
89219;Lasson;429;Saint-Florentin;20;89;27
89220;Lavau;000;Commune hors attraction des villes;30;89;27
89221;Leugny;102;Auxerre;20;89;27
89222;Levis;102;Auxerre;20;89;27
89223;Lézinnes;415;Tonnerre;20;89;27
89224;Lichères-près-Aigremont;102;Auxerre;20;89;27
89225;Lichères-sur-Yonne;383;Clamecy;20;89;27
89226;Lignorelles;102;Auxerre;20;89;27
89227;Ligny-le-Châtel;102;Auxerre;20;89;27
89228;Lindry;102;Auxerre;20;89;27
89229;Lixy;001;Paris;20;89;27
89230;Looze;326;Joigny;20;89;27
89232;Lucy-le-Bois;279;Avallon;20;89;27
89233;Lucy-sur-Cure;000;Commune hors attraction des villes;30;89;27
89234;Lucy-sur-Yonne;383;Clamecy;20;89;27
89235;Magny;279;Avallon;20;89;27
89236;Maillot;118;Sens;20;89;27
89237;Mailly-la-Ville;102;Auxerre;20;89;27
89238;Mailly-le-Château;102;Auxerre;20;89;27
89239;Malay-le-Grand;118;Sens;20;89;27
89240;Malay-le-Petit;118;Sens;20;89;27
89242;Maligny;102;Auxerre;20;89;27
89244;Marmeaux;279;Avallon;20;89;27
89245;Marsangy;118;Sens;20;89;27
89246;Massangis;279;Avallon;20;89;27
89247;Mélisey;415;Tonnerre;20;89;27
89248;Menades;279;Avallon;20;89;27
89249;Mercy;429;Saint-Florentin;20;89;27
89250;Méré;000;Commune hors attraction des villes;30;89;27
89251;Merry-la-Vallée;102;Auxerre;20;89;27
89252;Merry-Sec;102;Auxerre;20;89;27
89253;Merry-sur-Yonne;000;Commune hors attraction des villes;30;89;27
89254;Mézilles;000;Commune hors attraction des villes;30;89;27
89255;Michery;001;Paris;20;89;27
89256;Migé;102;Auxerre;20;89;27
89257;Migennes;473;Migennes;11;89;27
89259;Môlay;415;Tonnerre;20;89;27
89261;Molinons;118;Sens;20;89;27
89262;Molosmes;415;Tonnerre;20;89;27
89263;Monéteau;102;Auxerre;20;89;27
89264;Montacher-Villegardin;000;Commune hors attraction des villes;30;89;27
89265;Montigny-la-Resle;102;Auxerre;20;89;27
89266;Montillot;279;Avallon;20;89;27
89267;Montréal;279;Avallon;20;89;27
89268;Mont-Saint-Sulpice;102;Auxerre;20;89;27
89270;Mouffy;102;Auxerre;20;89;27
89271;Moulins-en-Tonnerrois;000;Commune hors attraction des villes;30;89;27
89272;Moulins-sur-Ouanne;102;Auxerre;20;89;27
89273;Moutiers-en-Puisaye;000;Commune hors attraction des villes;30;89;27
89274;Nailly;118;Sens;20;89;27
89276;Neuvy-Sautour;429;Saint-Florentin;20;89;27
89277;Nitry;000;Commune hors attraction des villes;30;89;27
89278;Noé;118;Sens;20;89;27
89279;Noyers;000;Commune hors attraction des villes;30;89;27
89280;Nuits;442;Montbard;20;89;27
89281;Les Ormes;102;Auxerre;20;89;27
89282;Ormoy;102;Auxerre;20;89;27
89283;Ouanne;102;Auxerre;20;89;27
89284;Pacy-sur-Armançon;415;Tonnerre;20;89;27
89285;Pailly;000;Commune hors attraction des villes;30;89;27
89286;Parly;102;Auxerre;20;89;27
89287;Paron;118;Sens;20;89;27
89288;Paroy-en-Othe;000;Commune hors attraction des villes;30;89;27
89289;Paroy-sur-Tholon;326;Joigny;20;89;27
89290;Pasilly;000;Commune hors attraction des villes;30;89;27
89291;Passy;118;Sens;20;89;27
89292;Percey;429;Saint-Florentin;20;89;27
89295;Perrigny;102;Auxerre;20;89;27
89296;Perrigny-sur-Armançon;442;Montbard;20;89;27
89297;Pierre-Perthuis;279;Avallon;20;89;27
89298;Piffonds;000;Commune hors attraction des villes;30;89;27
89299;Pimelles;415;Tonnerre;20;89;27
89300;Pisy;279;Avallon;20;89;27
89302;Plessis-Saint-Jean;000;Commune hors attraction des villes;30;89;27
89303;Poilly-sur-Serein;000;Commune hors attraction des villes;30;89;27
89304;Poilly-sur-Tholon;102;Auxerre;20;89;27
89306;Pontaubert;279;Avallon;20;89;27
89307;Pontigny;102;Auxerre;20;89;27
89308;Pont-sur-Vanne;118;Sens;20;89;27
89309;Pont-sur-Yonne;118;Sens;20;89;27
89310;La Postolle;118;Sens;20;89;27
89311;Pourrain;102;Auxerre;20;89;27
89312;Précy-le-Sec;279;Avallon;20;89;27
89313;Précy-sur-Vrin;326;Joigny;20;89;27
89314;Prégilbert;102;Auxerre;20;89;27
89315;Préhy;102;Auxerre;20;89;27
89316;Provency;279;Avallon;20;89;27
89318;Quarré-les-Tombes;279;Avallon;20;89;27
89319;Quenne;102;Auxerre;20;89;27
89320;Quincerot;000;Commune hors attraction des villes;30;89;27
89321;Ravières;000;Commune hors attraction des villes;30;89;27
89323;Roffey;415;Tonnerre;20;89;27
89324;Rogny-les-Sept-Écluses;000;Commune hors attraction des villes;30;89;27
89325;Ronchères;000;Commune hors attraction des villes;30;89;27
89326;Rosoy;118;Sens;20;89;27
89327;Rousson;118;Sens;20;89;27
89328;Rouvray;102;Auxerre;20;89;27
89329;Rugny;415;Tonnerre;20;89;27
89331;Sainpuits;000;Commune hors attraction des villes;30;89;27
89332;Saint-Agnan;001;Paris;20;89;27
89333;Saint-André-en-Terre-Plaine;279;Avallon;20;89;27
89334;Le Val d'Ocre;102;Auxerre;20;89;27
89335;Saint-Aubin-sur-Yonne;326;Joigny;20;89;27
89336;Saint-Brancher;279;Avallon;20;89;27
89337;Saint-Bris-le-Vineux;102;Auxerre;20;89;27
89338;Saint-Clément;118;Sens;20;89;27
89339;Sainte-Colombe;279;Avallon;20;89;27
89341;Saint-Cyr-les-Colons;102;Auxerre;20;89;27
89342;Saint-Denis-lès-Sens;118;Sens;20;89;27
89344;Saint-Fargeau;000;Commune hors attraction des villes;30;89;27
89345;Saint-Florentin;429;Saint-Florentin;11;89;27
89346;Saint-Georges-sur-Baulche;102;Auxerre;20;89;27
89347;Saint-Germain-des-Champs;279;Avallon;20;89;27
89348;Saint-Julien-du-Sault;672;Saint-Julien-du-Sault;11;89;27
89349;Saint-Léger-Vauban;279;Avallon;20;89;27
89350;Saint-Loup-d'Ordon;000;Commune hors attraction des villes;30;89;27
89351;Sainte-Magnance;279;Avallon;20;89;27
89352;Saint-Martin-des-Champs;000;Commune hors attraction des villes;30;89;27
89353;Saint-Martin-d'Ordon;000;Commune hors attraction des villes;30;89;27
89354;Saint-Martin-du-Tertre;118;Sens;20;89;27
89355;Saint-Martin-sur-Armançon;415;Tonnerre;20;89;27
89359;Saint-Maurice-aux-Riches-Hommes;118;Sens;20;89;27
89360;Saint-Maurice-le-Vieil;102;Auxerre;20;89;27
89361;Saint-Maurice-Thizouaille;102;Auxerre;20;89;27
89362;Saint-Moré;279;Avallon;20;89;27
89363;Sainte-Pallaye;102;Auxerre;20;89;27
89364;Saint-Père;279;Avallon;20;89;27
89365;Saint-Privé;000;Commune hors attraction des villes;30;89;27
89367;Saints-en-Puisaye;000;Commune hors attraction des villes;30;89;27
89368;Saint-Sauveur-en-Puisaye;000;Commune hors attraction des villes;30;89;27
89369;Saint-Sérotin;118;Sens;20;89;27
89370;Saint-Valérien;000;Commune hors attraction des villes;30;89;27
89371;Sainte-Vertu;415;Tonnerre;20;89;27
89373;Saligny;118;Sens;20;89;27
89374;Sambourg;415;Tonnerre;20;89;27
89375;Santigny;279;Avallon;20;89;27
89376;Sarry;000;Commune hors attraction des villes;30;89;27
89377;Sauvigny-le-Beuréal;279;Avallon;20;89;27
89378;Sauvigny-le-Bois;279;Avallon;20;89;27
89379;Savigny-en-Terre-Plaine;279;Avallon;20;89;27
89380;Savigny-sur-Clairis;000;Commune hors attraction des villes;30;89;27
89382;Seignelay;102;Auxerre;20;89;27
89383;Sementron;102;Auxerre;20;89;27
89384;Senan;326;Joigny;20;89;27
89385;Sennevoy-le-Bas;000;Commune hors attraction des villes;30;89;27
89386;Sennevoy-le-Haut;000;Commune hors attraction des villes;30;89;27
89387;Sens;118;Sens;11;89;27
89388;Sépeaux-Saint Romain;326;Joigny;20;89;27
89390;Serbonnes;001;Paris;20;89;27
89391;Sergines;000;Commune hors attraction des villes;30;89;27
89392;Sermizelles;279;Avallon;20;89;27
89393;Serrigny;415;Tonnerre;20;89;27
89394;Sery;102;Auxerre;20;89;27
89395;Les Sièges;118;Sens;20;89;27
89397;Sommecaise;000;Commune hors attraction des villes;30;89;27
89398;Sormery;429;Saint-Florentin;20;89;27
89399;Soucy;118;Sens;20;89;27
89400;Sougères-en-Puisaye;000;Commune hors attraction des villes;30;89;27
89402;Soumaintrain;429;Saint-Florentin;20;89;27
89403;Stigny;000;Commune hors attraction des villes;30;89;27
89404;Subligny;118;Sens;20;89;27
89405;Les Hauts de Forterre;102;Auxerre;20;89;27
89406;Talcy;279;Avallon;20;89;27
89407;Tanlay;415;Tonnerre;20;89;27
89408;Tannerre-en-Puisaye;000;Commune hors attraction des villes;30;89;27
89409;Tharoiseau;279;Avallon;20;89;27
89410;Tharot;279;Avallon;20;89;27
89411;Les Vallées de la Vanne;118;Sens;20;89;27
89412;Thizy;279;Avallon;20;89;27
89413;Thorey;415;Tonnerre;20;89;27
89414;Thorigny-sur-Oreuse;118;Sens;20;89;27
89415;Thory;279;Avallon;20;89;27
89416;Thury;000;Commune hors attraction des villes;30;89;27
89417;Tissey;415;Tonnerre;20;89;27
89418;Tonnerre;415;Tonnerre;11;89;27
89419;Toucy;102;Auxerre;20;89;27
89420;Treigny-Perreuse-Sainte-Colombe;000;Commune hors attraction des villes;30;89;27
89422;Trichey;415;Tonnerre;20;89;27
89423;Tronchoy;415;Tonnerre;20;89;27
89424;Trucy-sur-Yonne;102;Auxerre;20;89;27
89425;Turny;429;Saint-Florentin;20;89;27
89426;Val-de-Mercy;102;Auxerre;20;89;27
89427;Vallan;102;Auxerre;20;89;27
89428;Vallery;001;Paris;20;89;27
89430;Varennes;102;Auxerre;20;89;27
89431;Vassy-sous-Pisy;279;Avallon;20;89;27
89432;Vaudeurs;118;Sens;20;89;27
89433;Vault-de-Lugny;279;Avallon;20;89;27
89434;Vaumort;118;Sens;20;89;27
89436;Venizy;429;Saint-Florentin;20;89;27
89437;Venouse;102;Auxerre;20;89;27
89438;Venoy;102;Auxerre;20;89;27
89439;Vergigny;102;Auxerre;20;89;27
89440;Verlin;672;Saint-Julien-du-Sault;20;89;27
89441;Vermenton;102;Auxerre;20;89;27
89442;Vernoy;118;Sens;20;89;27
89443;Véron;118;Sens;20;89;27
89445;Vézannes;670;Chablis;20;89;27
89446;Vézelay;000;Commune hors attraction des villes;30;89;27
89447;Vézinnes;415;Tonnerre;20;89;27
89449;Villeblevin;001;Paris;20;89;27
89450;Villebougis;118;Sens;20;89;27
89451;Villechétive;118;Sens;20;89;27
89452;Villecien;326;Joigny;20;89;27
89453;Villefargeau;102;Auxerre;20;89;27
89456;Villemanoche;001;Paris;20;89;27
89458;Villenavotte;118;Sens;20;89;27
89459;Villeneuve-la-Dondagre;118;Sens;20;89;27
89460;Villeneuve-la-Guyard;001;Paris;20;89;27
89461;Villeneuve-l'Archevêque;118;Sens;20;89;27
89462;Villeneuve-les-Genêts;000;Commune hors attraction des villes;30;89;27
89463;Villeneuve-Saint-Salves;102;Auxerre;20;89;27
89464;Villeneuve-sur-Yonne;118;Sens;20;89;27
89465;Villeperrot;118;Sens;20;89;27
89466;Villeroy;118;Sens;20;89;27
89467;Villethierry;001;Paris;20;89;27
89468;Villevallier;672;Saint-Julien-du-Sault;12;89;27
89469;Perceneige;000;Commune hors attraction des villes;30;89;27
89470;Villiers-les-Hauts;000;Commune hors attraction des villes;30;89;27
89471;Villiers-Louis;118;Sens;20;89;27
89472;Villiers-Saint-Benoît;102;Auxerre;20;89;27
89474;Villiers-Vineux;429;Saint-Florentin;20;89;27
89475;Villon;415;Tonnerre;20;89;27
89477;Villy;102;Auxerre;20;89;27
89478;Vincelles;102;Auxerre;20;89;27
89479;Vincelottes;102;Auxerre;20;89;27
89480;Vinneuf;001;Paris;20;89;27
89481;Vireaux;415;Tonnerre;20;89;27
89482;Viviers;415;Tonnerre;20;89;27
89483;Voisines;118;Sens;20;89;27
89485;Voutenay-sur-Cure;279;Avallon;20;89;27
89486;Yrouerre;415;Tonnerre;20;89;27
90001;Andelnans;086;Belfort;20;90;27
90002;Angeot;086;Belfort;20;90;27
90003;Anjoutey;086;Belfort;20;90;27
90004;Argiésans;086;Belfort;20;90;27
90005;Auxelles-Bas;086;Belfort;20;90;27
90006;Auxelles-Haut;086;Belfort;20;90;27
90007;Banvillars;086;Belfort;20;90;27
90008;Bavilliers;086;Belfort;12;90;27
90009;Beaucourt;061;Montbéliard;20;90;27
90010;Belfort;086;Belfort;11;90;27
90011;Bermont;086;Belfort;20;90;27
90012;Bessoncourt;086;Belfort;20;90;27
90013;Bethonvilliers;086;Belfort;20;90;27
90014;Boron;426;Delle (partie française);20;90;27
90015;Botans;086;Belfort;20;90;27
90016;Bourg-sous-Châtelet;086;Belfort;20;90;27
90017;Bourogne;086;Belfort;20;90;27
90018;Brebotte;086;Belfort;20;90;27
90019;Bretagne;086;Belfort;20;90;27
90020;Buc;086;Belfort;20;90;27
90021;Charmois;086;Belfort;20;90;27
90022;Châtenois-les-Forges;086;Belfort;20;90;27
90023;Chaux;086;Belfort;20;90;27
90024;Chavanatte;000;Commune hors attraction des villes;30;90;27
90025;Chavannes-les-Grands;000;Commune hors attraction des villes;30;90;27
90026;Chèvremont;086;Belfort;20;90;27
90027;Courcelles;000;Commune hors attraction des villes;30;90;27
90028;Courtelevant;000;Commune hors attraction des villes;30;90;27
90029;Cravanche;086;Belfort;12;90;27
90030;Croix;000;Commune hors attraction des villes;30;90;27
90031;Cunelières;086;Belfort;20;90;27
90032;Danjoutin;086;Belfort;20;90;27
90033;Delle;426;Delle (partie française);11;90;27
90034;Denney;086;Belfort;20;90;27
90035;Dorans;086;Belfort;20;90;27
90036;Eguenigue;086;Belfort;20;90;27
90037;Éloie;086;Belfort;20;90;27
90039;Essert;086;Belfort;12;90;27
90041;Étueffont;086;Belfort;20;90;27
90042;Évette-Salbert;086;Belfort;20;90;27
90043;Faverois;426;Delle (partie française);20;90;27
90044;Felon;086;Belfort;20;90;27
90045;Fêche-l'Église;061;Montbéliard;20;90;27
90046;Florimont;000;Commune hors attraction des villes;30;90;27
90047;Fontaine;086;Belfort;20;90;27
90048;Fontenelle;086;Belfort;20;90;27
90049;Foussemagne;086;Belfort;20;90;27
90050;Frais;086;Belfort;20;90;27
90051;Froidefontaine;086;Belfort;20;90;27
90052;Giromagny;086;Belfort;20;90;27
90053;Grandvillars;426;Delle (partie française);12;90;27
90054;Grosmagny;086;Belfort;20;90;27
90055;Grosne;086;Belfort;20;90;27
90056;Joncherey;426;Delle (partie française);12;90;27
90057;Lachapelle-sous-Chaux;086;Belfort;20;90;27
90058;Lachapelle-sous-Rougemont;029;Mulhouse;20;90;27
90059;Lacollonge;086;Belfort;20;90;27
90060;Lagrange;086;Belfort;20;90;27
90061;Lamadeleine-Val-des-Anges;086;Belfort;20;90;27
90062;Larivière;086;Belfort;20;90;27
90063;Lebetain;426;Delle (partie française);20;90;27
90064;Lepuix-Neuf;000;Commune hors attraction des villes;30;90;27
90065;Lepuix;086;Belfort;20;90;27
90066;Leval;000;Commune hors attraction des villes;30;90;27
90067;Menoncourt;086;Belfort;20;90;27
90068;Meroux-Moval;086;Belfort;20;90;27
90069;Méziré;061;Montbéliard;20;90;27
90070;Montbouton;061;Montbéliard;20;90;27
90071;Montreux-Château;086;Belfort;20;90;27
90072;Morvillars;086;Belfort;20;90;27
90074;Novillard;086;Belfort;20;90;27
90075;Offemont;086;Belfort;20;90;27
90076;Pérouse;086;Belfort;20;90;27
90077;Petit-Croix;086;Belfort;20;90;27
90078;Petitefontaine;000;Commune hors attraction des villes;30;90;27
90079;Petitmagny;086;Belfort;20;90;27
90080;Phaffans;086;Belfort;20;90;27
90081;Réchésy;000;Commune hors attraction des villes;30;90;27
90082;Autrechêne;086;Belfort;20;90;27
90083;Recouvrance;086;Belfort;20;90;27
90084;Reppe;086;Belfort;20;90;27
90085;Riervescemont;086;Belfort;20;90;27
90086;Romagny-sous-Rougemont;086;Belfort;20;90;27
90087;Roppe;086;Belfort;20;90;27
90088;Rougegoutte;086;Belfort;20;90;27
90089;Rougemont-le-Château;086;Belfort;20;90;27
90090;Saint-Dizier-l'Évêque;061;Montbéliard;20;90;27
90091;Saint-Germain-le-Châtelet;086;Belfort;20;90;27
90093;Sermamagny;086;Belfort;20;90;27
90094;Sevenans;086;Belfort;20;90;27
90095;Suarce;000;Commune hors attraction des villes;30;90;27
90096;Thiancourt;426;Delle (partie française);20;90;27
90097;Trévenans;086;Belfort;20;90;27
90098;Urcerey;086;Belfort;20;90;27
90099;Valdoie;086;Belfort;12;90;27
90100;Vauthiermont;086;Belfort;20;90;27
